StoreKey,GeographyKey,StoreManager,StoreType,StoreName,Status,OpenDate,CloseDate,EntityKey,StorePhone,StoreFax,CloseReason,EmployeeCount,SellingAreaSize,LastRemodelDate,ImageUrl,EmployeeKey
90,815,108,Almacén,Almacén en Dallas de Contoso,Activado,2008-12-02,2090-12-31,724,986-555-0177,986-555-0177,Not Yet Closed,47,1125,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,108
91,834,109,Almacén,Almacén en Georgetown de Contoso,Activado,2003-01-29,2090-12-31,725,777-555-0141,777-555-0141,Not Yet Closed,22,500,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,109
92,845,110,Almacén,Almacén en Hillsboro de Contoso,Activado,2003-01-30,2090-12-31,726,818-555-0128,818-555-0128,Not Yet Closed,17,460,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,110
93,787,111,Almacén,Almacén en Arlington de Contoso,Activado,2003-08-31,2090-12-31,727,204-555-0115,204-555-0115,Not Yet Closed,25,700,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,111
94,837,112,Almacén,Almacén en Grand Prairie de Contoso,Activado,2003-02-03,2090-12-31,728,845-555-0184,845-555-0184,Not Yet Closed,25,700,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,112
95,819,113,Almacén,Almacén en Desoto de Contoso,Activado,2003-03-31,2090-12-31,729,935-555-0116,935-555-0116,Not Yet Closed,26,680,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,113
96,919,114,Almacén,Almacén en Richardson de Contoso,Activado,2003-02-01,2090-12-31,730,208-555-0114,208-555-0114,Not Yet Closed,19,455,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,114
97,863,115,Almacén,Almacén en Lewisville de Contoso,Activado,2003-04-02,2090-12-31,731,920-555-0177,920-555-0177,Not Yet Closed,33,560,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,115
98,817,116,Almacén,Almacén en Denton de Contoso,Activado,2003-05-03,2090-12-31,732,913-555-0184,913-555-0184,Not Yet Closed,47,1125,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,116
99,831,117,Almacén,Almacén en Fort Worth de Contoso,Activado,2003-06-04,2090-12-31,733,148-555-0145,148-555-0145,Not Yet Closed,22,500,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,117
100,910,118,Almacén,Almacén en Plano de Contoso,Activado,2003-07-05,2090-12-31,734,148-555-0145,148-555-0145,Not Yet Closed,17,462,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,118
101,875,119,Almacén,Almacén nº 1 en Miami de Contoso,Activado,2003-08-06,2090-12-31,735,199-555-0117,199-555-0117,Not Yet Closed,17,462,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,119
102,875,119,Almacén,Almacén nº 2 en Miami de Contoso,Activado,2003-09-07,2090-12-31,736,391-555-0138,391-555-0138,Not Yet Closed,25,700,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,119
103,853,120,Almacén,Almacén en Jacksonville de Contoso,Activado,2003-10-08,2090-12-31,737,454-555-0119,454-555-0119,Not Yet Closed,26,680,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,120
104,937,121,Almacén,Almacén nº 1 en Tallahassee de Contoso,Activado,2003-11-09,2090-12-31,738,200-555-0117,200-555-0117,Not Yet Closed,19,455,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,121
105,937,121,Almacén,Almacén nº 2 en Tallahassee de Contoso,Activado,2003-11-29,2090-12-31,739,768-555-0123,768-555-0123,Not Yet Closed,33,560,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,121
107,926,123,Almacén,Almacén en Sebring de Contoso,Activado,2003-02-12,2090-12-31,741,166-555-0159,166-555-0159,Not Yet Closed,22,500,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,123
108,860,124,Almacén,Almacén en Lakeland de Contoso,Activado,2003-02-13,2090-12-31,742,477-555-0132,477-555-0132,Not Yet Closed,17,460,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,124
109,830,125,Almacén,Almacén en Fort Lauderdale de Contoso,Activado,2003-02-14,2090-12-31,743,582-555-0178,582-555-0178,Not Yet Closed,25,700,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,125
110,899,126,Almacén,Almacén en Orlando de Contoso,Activado,2003-02-15,2090-12-31,744,476-555-0119,476-555-0119,Not Yet Closed,25,700,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,126
111,938,127,Almacén,Almacén en Tampa de Contoso,Activado,2003-02-16,2090-12-31,745,531-555-0183,531-555-0183,Not Yet Closed,26,680,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,127
112,857,128,Almacén,Almacén en Key West de Contoso,Desactivado,2004-01-12,2009-07-02,746,637-555-0120,637-555-0120,Relocation,19,455,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,128
113,807,129,Almacén,Almacén en Cabo Cañaveral de Contoso,Activado,2004-02-14,2090-12-31,747,260-555-0119,260-555-0119,Not Yet Closed,33,560,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,129
114,782,130,Almacén,Almacén en Albania de Contoso,Activado,2004-02-12,2090-12-31,748,697-555-0142,697-555-0142,Not Yet Closed,47,1125,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,130
115,890,131,Almacén,Almacén nº 1 en Nueva York de Contoso,Activado,2004-03-01,2090-12-31,749,571-555-0179,571-555-0179,Not Yet Closed,22,500,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,131
116,922,132,Almacén,Almacén nº 1 en Rochester de Contoso,Activado,2004-04-02,2090-12-31,750,147-555-0179,147-555-0179,Not Yet Closed,17,462,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,132
117,890,131,Almacén,Almacén nº 2 en Nueva York de Contoso,Activado,2005-05-15,2090-12-31,751,540-555-0191,540-555-0191,Not Yet Closed,25,700,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,131
118,936,133,Almacén,Almacén en Siracusa de Contoso,Activado,2004-06-16,2090-12-31,752,234-555-0169,234-555-0169,Not Yet Closed,26,680,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,133
119,805,134,Almacén,Almacén en Buffalo de Contoso,Desactivado,2004-07-02,2008-09-22,753,185-555-0186,185-555-0186,Store,19,455,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,134
120,911,139,Almacén,Almacén en Plattsburgh de Contoso,Activado,2004-08-18,2090-12-31,754,727-555-0112,727-555-0112,Not Yet Closed,33,560,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,139
121,804,140,Almacén,Almacén en Brooklyn de Contoso,Activado,2004-09-19,2090-12-31,755,158-555-0191,158-555-0191,Not Yet Closed,47,1125,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,140
122,902,141,Almacén,Almacén en Oswego de Contoso,Activado,2004-10-20,2090-12-31,756,785-555-0110,785-555-0110,Not Yet Closed,22,500,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,141
123,852,142,Almacén,Almacén en Ithaca de Contoso,Activado,2004-11-21,2090-12-31,757,361-555-0180,361-555-0180,Not Yet Closed,17,460,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,142
124,922,132,Almacén,Almacén nº 2 en Rochester de Contoso,Activado,2004-12-22,2090-12-31,758,510-555-0121,510-555-0121,Not Yet Closed,25,700,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,132
125,916,143,Almacén,Almacén en Queens de Contoso,Activado,2006-01-23,2090-12-31,759,150-555-0194,150-555-0194,Not Yet Closed,25,700,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,143
126,823,144,Almacén,Almacén en Elmira de Contoso,Activado,2004-02-24,2090-12-31,760,139-555-0120,139-555-0120,Not Yet Closed,26,680,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,144
127,912,145,Almacén,Almacén en Poestenkill de Contoso,Activado,2004-01-25,2090-12-31,761,712-555-0113,712-555-0113,Not Yet Closed,19,455,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,145
128,943,146,Almacén,Almacén nº 1 en Trenton de Contoso,Activado,2004-03-26,2090-12-31,762,350-555-0167,350-555-0167,Not Yet Closed,33,560,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,146
129,943,146,Almacén,Almacén nº 2 en Trenton de Contoso,Desactivado,2004-07-27,2008-12-12,763,241-555-0191,241-555-0191,Relocation,47,1125,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,146
130,891,147,Almacén,Almacén nº 1 en Newark de Contoso,Activado,2004-08-28,2090-12-31,764,119-555-0192,119-555-0192,Not Yet Closed,22,500,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,147
131,891,147,Almacén,Almacén nº 2 en Newark de Contoso,Activado,2004-09-29,2090-12-31,765,200-555-0112,200-555-0112,Not Yet Closed,17,462,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,147
132,854,148,Almacén,Almacén en Jersey City de Contoso,Activado,2004-11-02,2090-12-31,766,205-555-0132,205-555-0132,Not Yet Closed,25,700,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,148
133,908,149,Almacén,Almacén en Paterson de Contoso,Activado,2008-12-03,2090-12-31,767,653-555-0144,653-555-0144,Not Yet Closed,26,680,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,149
134,814,150,Almacén,Almacén en Clifton de Contoso,Activado,2004-01-24,2090-12-31,768,417-555-0154,417-555-0154,Not Yet Closed,26,680,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,150
135,820,151,Almacén,Almacén en East Orange de Contoso,Activado,2004-02-15,2090-12-31,769,935-555-0199,935-555-0199,Not Yet Closed,19,455,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,151
136,907,152,Almacén,Almacén en Passaic de Contoso,Activado,2004-03-16,2090-12-31,770,180-555-0136,180-555-0136,Not Yet Closed,33,560,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,152
137,797,153,Almacén,Almacén en Bayonne de Contoso,Activado,2004-04-17,2090-12-31,771,500-555-0159,500-555-0159,Not Yet Closed,47,1125,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,153
138,945,154,Almacén,Almacén en Vineland de Contoso,Activado,2004-05-18,2090-12-31,772,984-555-0148,984-555-0148,Not Yet Closed,22,500,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,154
139,886,155,Almacén,Almacén en New Brunswick de Contoso,Activado,2004-06-19,2090-12-31,773,533-555-0111,533-555-0111,Not Yet Closed,17,462,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,155
140,842,156,Almacén,Almacén en Hackensack de Contoso,Activado,2004-07-20,2090-12-31,774,352-555-0138,352-555-0138,Not Yet Closed,25,700,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,156
141,788,157,Almacén,Almacén en Atlantic City de Contoso,Activado,2004-08-21,2090-12-31,775,446-555-0118,446-555-0118,Not Yet Closed,26,680,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,157
142,880,158,Almacén,Almacén en Montclair de Contoso,Activado,2004-09-22,2090-12-31,776,955-555-0169,955-555-0169,Not Yet Closed,19,455,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,158
143,847,159,Almacén,Almacén en Hobok de Contoso,Activado,2004-10-23,2090-12-31,777,110-555-0182,110-555-0182,Not Yet Closed,33,560,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,159
144,882,160,Almacén,Almacén en Morristown de Contoso,Activado,2004-11-24,2090-12-31,778,646-555-0185,646-555-0185,Not Yet Closed,47,1125,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,160
145,808,161,Almacén,Almacén en Cape May de Contoso,Activado,2004-12-02,2090-12-31,779,615-555-0110,615-555-0110,Not Yet Closed,22,500,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,161
146,802,162,Almacén,Almacén en Boston de Contoso,Activado,2004-11-06,2090-12-31,780,615-555-0110,615-555-0110,Not Yet Closed,17,460,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,162
147,952,163,Almacén,Almacén nº 1 en Worcester de Contoso,Activado,2004-10-17,2090-12-31,781,441-555-0195,441-555-0195,Not Yet Closed,25,700,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,163
148,952,163,Almacén,Almacén nº 2 en Worcester de Contoso,Desactivado,2004-02-18,2009-07-12,782,118-555-0110,118-555-0110,Relocation,25,700,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,163
149,885,164,Almacén,Almacén en Bedford de Contoso,Activado,2004-02-19,2090-12-31,783,965-555-0155,965-555-0155,Not Yet Closed,26,680,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,164
150,789,165,Almacén,Almacén en Attleboro de Contoso,Activado,2004-02-20,2090-12-31,784,589-555-0147,589-555-0147,Not Yet Closed,19,455,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,165
151,868,166,Almacén,Almacén en Lowell de Contoso,Activado,2004-02-21,2090-12-31,785,181-555-0124,181-555-0124,Not Yet Closed,33,560,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,166
152,861,167,Almacén,Almacén en Leominster de Contoso,Activado,2004-02-22,2090-12-31,786,678-555-0110,678-555-0110,Not Yet Closed,47,1125,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,167
153,846,168,Almacén,Almacén en Hingham de Contoso,Activado,2004-01-17,2090-12-31,787,696-555-0157,696-555-0157,Not Yet Closed,22,500,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,168
154,917,169,Almacén,Almacén en Quincy de Contoso,Activado,2004-02-18,2090-12-31,788,870-555-0122,870-555-0122,Not Yet Closed,17,462,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,169
155,832,170,Almacén,Almacén en Framingham de Contoso,Activado,2004-03-19,2090-12-31,789,182-555-0134,182-555-0134,Not Yet Closed,25,700,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,170
156,449,171,Almacén,Almacén en Cambridge de Contoso,Activado,2004-04-20,2090-12-31,790,594-555-0110,594-555-0110,Not Yet Closed,26,680,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,171
157,931,172,Almacén,Almacén en Somerville de Contoso,Activado,2004-05-21,2090-12-31,791,587-555-0114,587-555-0114,Not Yet Closed,26,680,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,172
158,844,173,Almacén,Almacén en Haverhill de Contoso,Activado,2004-06-22,2090-12-31,792,368-555-0113,368-555-0113,Not Yet Closed,19,455,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,173
159,869,174,Almacén,Almacén en Lynn de Contoso,Activado,2004-07-23,2090-12-31,793,869-555-0119,869-555-0119,Not Yet Closed,33,560,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,174
160,895,175,Almacén,Almacén en Northampton de Contoso,Activado,2004-08-24,2090-12-31,794,806-555-0136,806-555-0136,Not Yet Closed,47,1125,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,175
161,848,176,Almacén,Almacén en Holyoke de Contoso,Activado,2004-08-25,2090-12-31,795,819-555-0198,819-555-0198,Not Yet Closed,22,500,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,176
162,909,177,Almacén,Almacén en Pittsfield de Contoso,Desactivado,2004-10-26,2009-07-12,796,173-555-0179,173-555-0179,Relocation,17,462,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,177
163,826,178,Almacén,Almacén en Falmouth de Contoso,Activado,2004-11-27,2090-12-31,797,429-555-0137,429-555-0137,Not Yet Closed,25,700,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,178
164,914,179,Almacén,Almacén en Provincetown de Contoso,Activado,2004-12-02,2090-12-31,798,181-555-0156,181-555-0156,Not Yet Closed,26,680,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,179
165,883,180,Almacén,Almacén en Nantucket de Contoso,Activado,2004-11-06,2090-12-31,799,810-555-0178,810-555-0178,Not Yet Closed,19,455,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,180
166,795,181,Almacén,Almacén en Bangor de Contoso,Activado,2004-10-17,2090-12-31,800,201-555-0163,201-555-0163,Not Yet Closed,33,560,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,181
167,796,182,Almacén,Almacén en Bar Harbor de Contoso,Activado,2004-02-18,2090-12-31,801,746-555-0164,746-555-0164,Not Yet Closed,47,1125,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,182
168,855,183,Almacén,Almacén en Kennebunkport de Contoso,Activado,2004-02-19,2090-12-31,802,587-555-0115,587-555-0115,Not Yet Closed,22,500,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,183
169,862,184,Almacén,Almacén en Lewiston de Contoso,Activado,2004-02-20,2090-12-31,803,140-555-0132,140-555-0132,Not Yet Closed,17,460,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,184
170,900,185,Almacén,Almacén en Orono de Contoso,Activado,2004-02-21,2090-12-31,804,309-555-0170,309-555-0170,Not Yet Closed,25,700,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,185
171,932,186,Almacén,Almacén en South Portland de Contoso,Activado,2004-02-22,2090-12-31,805,990-555-0172,990-555-0172,Not Yet Closed,25,700,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,186
172,843,187,Almacén,Almacén en Hartford de Contoso,Activado,2004-01-17,2090-12-31,806,117-555-0185,117-555-0185,Not Yet Closed,26,680,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,187
173,801,188,Almacén,Contoso Bridgeport almacén,Activado,2004-02-18,2090-12-31,807,609-555-0153,609-555-0153,Not Yet Closed,19,455,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,188
174,948,189,Almacén,Almacén en Waterbury de Contoso,Activado,2004-03-19,2090-12-31,808,238-555-0116,238-555-0116,Not Yet Closed,33,560,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,189
175,896,190,Almacén,Almacén en Old Saybrook de Contoso,Activado,2004-04-20,2090-12-31,809,100-555-0174,100-555-0174,Not Yet Closed,47,1125,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,190
176,816,191,Almacén,Almacén en Darien de Contoso,Activado,2004-05-21,2090-12-31,810,438-555-0172,438-555-0172,Not Yet Closed,22,500,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,191
177,888,192,Almacén,Almacén en New Haven de Contoso,Activado,2004-06-22,2090-12-31,811,118-555-0177,118-555-0177,Not Yet Closed,17,462,2009-06-17 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,192
178,864,193,Almacén,Almacén en el condado de Litchfield de Contoso,Activado,2004-07-23,2090-12-31,812,164-555-0114,164-555-0114,Not Yet Closed,25,700,2009-06-18 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,193
179,889,194,Almacén,Almacén en New London de Contoso,Activado,2004-08-24,2090-12-31,813,156-555-0199,156-555-0199,Not Yet Closed,26,680,2009-06-16 00:00:00,http://photosynth.net/embed.aspx?cid=a32ab621-0d0d-4029-b8e8-5dbca05625eb&delayLoad=false&slideShowPlaying=true,194
