ProductKey,ProductName,ProductDescription,ProductSubcategoryKey,Manufacturer,BrandName,ClassID,ClassName,StyleID,StyleName,ColorID,ColorName,Weight,WeightUnitMeasureID,UnitOfMeasureID,UnitOfMeasureName,StockTypeID,StockTypeName,UnitCost,UnitPrice,AvailableForSaleDate,Status
549,Proseware Pantalla 85 pulgadas E1010 Negro,Proseware Pantalla 85 pulgadas E1010 Negro,19,"Proseware, Inc.",Proseware,1,Economía,1,Product0305011,2,Negro,"6,8",kilogramos,1,centímetros,2,Medio,"70,87","139,00",2006-01-05,Activad
550,Proseware Pantalla 80 pulgadas E1010 Negro,Proseware Pantalla 80 pulgadas E1010 Negro,19,"Proseware, Inc.",Proseware,1,Economía,2,Product0305012,2,Negro,"9,6",kilogramos,1,centímetros,2,Medio,"55,57","109,00",2005-03-08,Activad
551,Proseware Proyector 1080p LCD86 Blanco,Proseware Proyector 1080p LCD86 Blanco,19,"Proseware, Inc.",Proseware,3,Deluxe,1,Product0305013,8,Blanco,"11,9",kilogramos,1,centímetros,2,Medio,"760,38","2295,00",2005-10-11,Activad
552,Proseware Proyector 1080p DLP86 Blanco,Proseware Proyector 1080p DLP86 Blanco,19,"Proseware, Inc.",Proseware,3,Deluxe,3,Product0305014,8,Blanco,"4,8",kilogramos,1,centímetros,2,Medio,"827,97","2499,00",2005-10-11,Activad
553,Proseware Proyector 720p LCD56 Blanco,Proseware Proyector 720p LCD56 Blanco,19,"Proseware, Inc.",Proseware,2,Normal,1,Product0305015,8,Blanco,"12,3",kilogramos,1,centímetros,2,Medio,"321,44","699,00",2007-02-09,Activad
554,Proseware Proyector 720p DLP56 Blanco,Proseware Proyector 720p DLP56 Blanco,19,"Proseware, Inc.",Proseware,2,Normal,1,Product0305016,8,Blanco,6,kilogramos,1,centímetros,2,Medio,"459,40","999,00",2007-02-08,Activad
555,Proseware Proyector 480p LCD12 Blanco,Proseware Proyector 480p LCD12 Blanco,19,"Proseware, Inc.",Proseware,2,Normal,3,Product0305017,8,Blanco,"5,1",kilogramos,1,centímetros,2,Medio,"116,75","229,00",2005-02-09,Activad
556,Proseware Proyector 480p DLP12 Blanco,Proseware Proyector 480p DLP12 Blanco,19,"Proseware, Inc.",Proseware,2,Normal,1,Product0305018,8,Blanco,"4,3",kilogramos,1,centímetros,2,Medio,"254,40","499,00",2005-12-09,Activad
557,Proseware Pantalla 125 pulgadas X1609 Blanco,Proseware Pantalla 125 pulgadas X1609 Blanco,19,"Proseware, Inc.",Proseware,2,Normal,1,Product0305019,8,Blanco,"16,5",kilogramos,1,centímetros,2,Medio,"152,08","459,00",2009-03-09,Activad
558,Proseware Pantalla 113 pulgadas X1609 Blanco,Proseware Pantalla 113 pulgadas X1609 Blanco,19,"Proseware, Inc.",Proseware,2,Normal,1,Product0305020,8,Blanco,"5,1",kilogramos,1,centímetros,2,Medio,"99,06","299,00",2008-02-08,Activad
559,Proseware Pantalla 106 pulgadas M1609 Blanco,Proseware Pantalla 106 pulgadas M1609 Blanco,19,"Proseware, Inc.",Proseware,2,Normal,3,Product0305021,8,Blanco,"3,7",kilogramos,1,centímetros,2,Medio,"115,43","251,00",2008-01-02,Activad
560,Proseware Pantalla 100 pulgadas M1609 Blanco,Proseware Pantalla 100 pulgadas M1609 Blanco,19,"Proseware, Inc.",Proseware,1,Economía,1,Product0305022,8,Blanco,"16,1",kilogramos,1,centímetros,2,Medio,"87,37","190,00",2007-01-04,Activad
561,Proseware Pantalla 85 pulgadas E1010 Blanco,Proseware Pantalla 85 pulgadas E1010 Blanco,19,"Proseware, Inc.",Proseware,1,Economía,1,Product0305023,8,Blanco,"6,3",kilogramos,1,centímetros,2,Medio,"70,87","139,00",2006-01-05,Activad
562,Proseware Pantalla 80 pulgadas E1010 Blanco,Proseware Pantalla 80 pulgadas E1010 Blanco,19,"Proseware, Inc.",Proseware,1,Economía,3,Product0305024,8,Blanco,"9,1",kilogramos,1,centímetros,2,Medio,"55,57","109,00",2005-03-08,Activad
563,Proseware Proyector 1080p LCD86 Plata,Proseware Proyector 1080p LCD86 Plata,19,"Proseware, Inc.",Proseware,3,Deluxe,1,Product0305025,7,Plata,6,kilogramos,1,centímetros,2,Medio,"760,38","2295,00",2005-10-11,Activad
564,Proseware Proyector 1080p DLP86 Plata,Proseware Proyector 1080p DLP86 Plata,19,"Proseware, Inc.",Proseware,3,Deluxe,3,Product0305026,7,Plata,"1,5",kilogramos,1,centímetros,2,Medio,"827,97","2499,00",2005-10-11,Activad
565,Proseware Proyector 720p LCD56 Plata,Proseware Proyector 720p LCD56 Plata,19,"Proseware, Inc.",Proseware,2,Normal,1,Product0305027,7,Plata,4,kilogramos,1,centímetros,2,Medio,"321,44","699,00",2007-02-09,Activad
566,Proseware Proyector 720p DLP56 Plata,Proseware Proyector 720p DLP56 Plata,19,"Proseware, Inc.",Proseware,2,Normal,2,Product0305028,7,Plata,"4,7",kilogramos,1,centímetros,2,Medio,"459,40","999,00",2007-02-08,Activad
567,Proseware Proyector 480p LCD12 Plata,Proseware Proyector 480p LCD12 Plata,19,"Proseware, Inc.",Proseware,2,Normal,1,Product0305029,7,Plata,"6,9",kilogramos,1,centímetros,2,Medio,"116,75","229,00",2005-02-09,Activad
568,Proseware Proyector 480p DLP12 Plata,Proseware Proyector 480p DLP12 Plata,19,"Proseware, Inc.",Proseware,2,Normal,3,Product0305030,7,Plata,"10,6",kilogramos,1,centímetros,2,Medio,"254,40","499,00",2005-12-09,Activad
569,Proseware Pantalla 125 pulgadas X1609 Plata,Proseware Pantalla 125 pulgadas X1609 Plata,19,"Proseware, Inc.",Proseware,2,Normal,4,Product0305031,7,Plata,"6,5",kilogramos,1,centímetros,2,Medio,"152,08","459,00",2009-03-09,Activad
570,Proseware Pantalla 113 pulgadas X1609 Plata,Proseware Pantalla 113 pulgadas X1609 Plata,19,"Proseware, Inc.",Proseware,2,Normal,3,Product0305032,7,Plata,"2,2",kilogramos,1,centímetros,2,Medio,"99,06","299,00",2008-02-08,Activad
571,Proseware Pantalla 106 pulgadas M1609 Plata,Proseware Pantalla 106 pulgadas M1609 Plata,19,"Proseware, Inc.",Proseware,2,Normal,1,Product0305033,7,Plata,"4,1",kilogramos,1,centímetros,2,Medio,"115,43","251,00",2008-01-02,Activad
572,Proseware Pantalla 100 pulgadas M1609 Plata,Proseware Pantalla 100 pulgadas M1609 Plata,19,"Proseware, Inc.",Proseware,1,Economía,1,Product0305034,7,Plata,4,kilogramos,1,centímetros,2,Medio,"87,37","190,00",2007-01-04,Activad
573,Proseware Pantalla 85 pulgadas E1010 Plata,Proseware Pantalla 85 pulgadas E1010 Plata,19,"Proseware, Inc.",Proseware,1,Economía,5,Product0305035,7,Plata,"1,9",kilogramos,1,centímetros,2,Medio,"70,87","139,00",2006-01-05,Activad
574,Proseware Pantalla 80 pulgadas E1010 Plata,Proseware Pantalla 80 pulgadas E1010 Plata,19,"Proseware, Inc.",Proseware,1,Economía,3,Product0305036,7,Plata,6,kilogramos,1,centímetros,2,Medio,"55,57","109,00",2005-03-08,Activad
575,Contoso Proyector 1080p X980 Negro,Contoso Proyector 1080p X980 Negro,19,"Contoso, Ltd",Contoso,3,Deluxe,3,Product0305037,2,Negro,"5,6",kilogramos,1,centímetros,2,Medio,"760,38","2295,00",2006-03-16,Activad
576,Contoso Proyector 1080p X981 Negro,Contoso Proyector 1080p X981 Negro,19,"Contoso, Ltd",Contoso,3,Deluxe,1,Product0305038,2,Negro,"4,1",kilogramos,1,centímetros,2,Medio,"827,97","2499,00",2009-03-08,Activad
577,Contoso Proyector 720p M620 Negro,Contoso Proyector 720p M620 Negro,19,"Contoso, Ltd",Contoso,2,Normal,3,Product0305039,2,Negro,"6,8",kilogramos,1,centímetros,2,Medio,"321,44","699,00",2007-02-09,Activad
578,Contoso Proyector 720p M621 Negro,Contoso Proyector 720p M621 Negro,19,"Contoso, Ltd",Contoso,2,Normal,3,Product0305040,2,Negro,"9,6",kilogramos,1,centímetros,2,Medio,"459,40","999,00",2007-02-08,Activad
579,Contoso Proyector 480p M480 Negro,Contoso Proyector 480p M480 Negro,19,"Contoso, Ltd",Contoso,2,Normal,1,Product0305041,2,Negro,"11,9",kilogramos,1,centímetros,2,Medio,"116,75","229,00",2005-02-09,Activad
580,Contoso Proyector 480p M481 Negro,Contoso Proyector 480p M481 Negro,19,"Contoso, Ltd",Contoso,2,Normal,3,Product0305042,2,Negro,"4,8",kilogramos,1,centímetros,2,Medio,"254,40","499,00",2005-12-09,Activad
581,Contoso Pantalla 125 pulgadas M250 Negro,Contoso Pantalla 125 pulgadas M250 Negro,19,"Contoso, Ltd",Contoso,2,Normal,3,Product0305043,2,Negro,"12,3",kilogramos,1,centímetros,2,Medio,"152,08","459,00",2008-05-31,Activad
582,Contoso Pantalla 113 pulgadas M251 Negro,Contoso Pantalla 113 pulgadas M251 Negro,19,"Contoso, Ltd",Contoso,2,Normal,2,Product0305044,2,Negro,6,kilogramos,1,centímetros,2,Medio,"137,50","299,00",2008-02-08,Activad
583,Contoso Pantalla 106 pulgadas M060 Negro,Contoso Pantalla 106 pulgadas M060 Negro,19,"Contoso, Ltd",Contoso,2,Normal,1,Product0305045,2,Negro,"5,1",kilogramos,1,centímetros,2,Medio,"83,16","251,00",2008-01-02,Activad
584,Contoso Pantalla 100 pulgadas E010 Negro,Contoso Pantalla 100 pulgadas E010 Negro,19,"Contoso, Ltd",Contoso,1,Economía,3,Product0305046,2,Negro,"4,3",kilogramos,1,centímetros,2,Medio,"62,95","190,00",2007-01-04,Activad
585,Contoso Pantalla 85 pulgadas E085 Negro,Contoso Pantalla 85 pulgadas E085 Negro,19,"Contoso, Ltd",Contoso,1,Economía,1,Product0305047,2,Negro,"16,5",kilogramos,1,centímetros,2,Medio,"70,87","139,00",2006-01-05,Activad
586,Contoso Pantalla 80 pulgadas E050 Negro,Contoso Pantalla 80 pulgadas E050 Negro,19,"Contoso, Ltd",Contoso,1,Economía,3,Product0305048,2,Negro,"5,1",kilogramos,1,centímetros,2,Medio,"55,57","109,00",2005-03-08,Activad
587,Contoso Proyector 1080p X980 Blanco,Contoso Proyector 1080p X980 Blanco,19,"Contoso, Ltd",Contoso,3,Deluxe,4,Product0305049,8,Blanco,"3,7",kilogramos,1,centímetros,2,Medio,"760,38","2295,00",2006-03-16,Activad
588,Contoso Proyector 1080p X981 Blanco,Contoso Proyector 1080p X981 Blanco,19,"Contoso, Ltd",Contoso,3,Deluxe,1,Product0305050,8,Blanco,"16,1",kilogramos,1,centímetros,2,Medio,"827,97","2499,00",2009-03-08,Activad
589,Contoso Proyector 720p M620 Blanco,Contoso Proyector 720p M620 Blanco,19,"Contoso, Ltd",Contoso,2,Normal,5,Product0305051,8,Blanco,"6,3",kilogramos,1,centímetros,2,Medio,"321,44","699,00",2007-02-09,Activad
590,Contoso Proyector 720p M621 Blanco,Contoso Proyector 720p M621 Blanco,19,"Contoso, Ltd",Contoso,2,Normal,3,Product0305052,8,Blanco,"9,1",kilogramos,1,centímetros,2,Medio,"459,40","999,00",2007-02-08,Activad
591,Contoso Proyector 480p M480 Blanco,Contoso Proyector 480p M480 Blanco,19,"Contoso, Ltd",Contoso,2,Normal,2,Product0305053,8,Blanco,6,kilogramos,1,centímetros,2,Medio,"116,75","229,00",2005-02-09,Activad
592,Contoso Proyector 480p M481 Blanco,Contoso Proyector 480p M481 Blanco,19,"Contoso, Ltd",Contoso,2,Normal,4,Product0305054,8,Blanco,"1,5",kilogramos,1,centímetros,2,Medio,"254,40","499,00",2005-12-09,Activad
593,Contoso Pantalla 125 pulgadas M250 Blanco,Contoso Pantalla 125 pulgadas M250 Blanco,19,"Contoso, Ltd",Contoso,2,Normal,1,Product0305055,8,Blanco,4,kilogramos,1,centímetros,2,Medio,"152,08","459,00",2008-05-31,Activad
594,Contoso Pantalla 113 pulgadas M251 Blanco,Contoso Pantalla 113 pulgadas M251 Blanco,19,"Contoso, Ltd",Contoso,2,Normal,3,Product0305056,8,Blanco,"4,7",kilogramos,1,centímetros,2,Medio,"137,50","299,00",2008-02-08,Activad
595,Contoso Pantalla 106 pulgadas M060 Blanco,Contoso Pantalla 106 pulgadas M060 Blanco,19,"Contoso, Ltd",Contoso,2,Normal,3,Product0305057,8,Blanco,"6,9",kilogramos,1,centímetros,2,Medio,"83,16","251,00",2008-01-02,Activad
596,Contoso Pantalla 100 pulgadas E010 Blanco,Contoso Pantalla 100 pulgadas E010 Blanco,19,"Contoso, Ltd",Contoso,1,Economía,1,Product0305058,8,Blanco,"10,6",kilogramos,1,centímetros,2,Medio,"62,95","190,00",2007-01-04,Activad
597,Contoso Pantalla 85 pulgadas E085 Blanco,Contoso Pantalla 85 pulgadas E085 Blanco,19,"Contoso, Ltd",Contoso,1,Economía,3,Product0305059,8,Blanco,"6,5",kilogramos,1,centímetros,2,Medio,"70,87","139,00",2006-01-05,Activad
598,Contoso Pantalla 80 pulgadas E050 Blanco,Contoso Pantalla 80 pulgadas E050 Blanco,19,"Contoso, Ltd",Contoso,1,Economía,1,Product0305060,8,Blanco,"2,2",kilogramos,1,centímetros,2,Medio,"55,57","109,00",2005-03-08,Activad
599,Contoso Proyector 1080p X980 Plata,Contoso Proyector 1080p X980 Plata,19,"Contoso, Ltd",Contoso,3,Deluxe,1,Product0305061,7,Plata,"4,1",kilogramos,1,centímetros,2,Medio,"760,38","2295,00",2006-03-16,Activad
600,Contoso Proyector 1080p X981 Plata,Contoso Proyector 1080p X981 Plata,19,"Contoso, Ltd",Contoso,3,Deluxe,1,Product0305062,7,Plata,4,kilogramos,1,centímetros,2,Medio,"827,97","2499,00",2009-03-08,Activad
601,Contoso Proyector 720p M620 Plata,Contoso Proyector 720p M620 Plata,19,"Contoso, Ltd",Contoso,2,Normal,3,Product0305063,7,Plata,"1,9",kilogramos,1,centímetros,2,Medio,"321,44","699,00",2007-02-09,Activad
602,Contoso Proyector 720p M621 Plata,Contoso Proyector 720p M621 Plata,19,"Contoso, Ltd",Contoso,2,Normal,3,Product0305064,7,Plata,6,kilogramos,1,centímetros,2,Medio,"459,40","999,00",2007-02-08,Activad
603,Contoso Proyector 480p M480 Plata,Contoso Proyector 480p M480 Plata,19,"Contoso, Ltd",Contoso,2,Normal,2,Product0305065,7,Plata,"5,6",kilogramos,1,centímetros,2,Medio,"116,75","229,00",2005-02-09,Activad
604,Contoso Proyector 480p M481 Plata,Contoso Proyector 480p M481 Plata,19,"Contoso, Ltd",Contoso,2,Normal,4,Product0305066,7,Plata,"4,1",kilogramos,1,centímetros,2,Medio,"254,40","499,00",2005-12-09,Activad
605,Contoso Pantalla 125 pulgadas M250 Plata,Contoso Pantalla 125 pulgadas M250 Plata,19,"Contoso, Ltd",Contoso,2,Normal,2,Product0305067,7,Plata,"6,8",kilogramos,1,centímetros,2,Medio,"152,08","459,00",2008-05-31,Activad
606,Contoso Pantalla 113 pulgadas M251 Plata,Contoso Pantalla 113 pulgadas M251 Plata,19,"Contoso, Ltd",Contoso,2,Normal,3,Product0305068,7,Plata,"9,6",kilogramos,1,centímetros,2,Medio,"137,50","299,00",2008-02-08,Activad
607,Contoso Pantalla 106 pulgadas M060 Plata,Contoso Pantalla 106 pulgadas M060 Plata,19,"Contoso, Ltd",Contoso,2,Normal,1,Product0305069,7,Plata,"11,9",kilogramos,1,centímetros,2,Medio,"83,16","251,00",2008-01-02,Activad
608,Contoso Pantalla 100 pulgadas E010 Plata,Contoso Pantalla 100 pulgadas E010 Plata,19,"Contoso, Ltd",Contoso,1,Economía,1,Product0305070,7,Plata,"4,8",kilogramos,1,centímetros,2,Medio,"62,95","190,00",2007-01-04,Activad
609,Contoso Pantalla 85 pulgadas E085 Plata,Contoso Pantalla 85 pulgadas E085 Plata,19,"Contoso, Ltd",Contoso,1,Economía,1,Product0305071,7,Plata,"12,3",kilogramos,1,centímetros,2,Medio,"70,87","139,00",2006-01-05,Activad
610,Contoso Pantalla 80 pulgadas E050 Plata,Contoso Pantalla 80 pulgadas E050 Plata,19,"Contoso, Ltd",Contoso,1,Economía,2,Product0305072,7,Plata,6,kilogramos,1,centímetros,2,Medio,"55,57","109,00",2005-03-08,Activad
611,WWI Proyector 1080p LCD86 Negro,WWI Proyector 1080p LCD86 Negro,19,Wide World Importers,Wide World Importers,3,Deluxe,2,Product0305073,2,Negro,"5,1",kilogramos,1,centímetros,2,Medio,"760,38","2295,00",2008-09-09,Activad
612,WWI Proyector 1080p DLP86 Negro,WWI Proyector 1080p DLP86 Negro,19,Wide World Importers,Wide World Importers,3,Deluxe,3,Product0305074,2,Negro,"4,3",kilogramos,1,centímetros,2,Medio,"827,97","2499,00",2008-09-09,Activad
613,WWI Proyector 720p LCD56 Negro,WWI Proyector 720p LCD56 Negro,19,Wide World Importers,Wide World Importers,2,Normal,1,Product0305075,2,Negro,"16,5",kilogramos,1,centímetros,2,Medio,"321,44","699,00",2007-02-09,Activad
614,WWI Proyector 720p DLP56 Negro,WWI Proyector 720p DLP56 Negro,19,Wide World Importers,Wide World Importers,2,Normal,1,Product0305076,2,Negro,"5,1",kilogramos,1,centímetros,2,Medio,"459,40","999,00",2007-02-08,Activad
615,WWI Proyector 480p LCD12 Negro,WWI Proyector 480p LCD12 Negro,19,Wide World Importers,Wide World Importers,2,Normal,2,Product0305077,2,Negro,"3,7",kilogramos,1,centímetros,2,Medio,"116,75","229,00",2005-02-09,Activad
616,WWI Proyector 480p DLP12 Negro,WWI Proyector 480p DLP12 Negro,19,Wide World Importers,Wide World Importers,2,Normal,3,Product0305078,2,Negro,"16,1",kilogramos,1,centímetros,2,Medio,"254,40","499,00",2005-12-09,Activad
617,WWI Pantalla 125 pulgadas X1611 Negro,WWI Pantalla 125 pulgadas X1611 Negro,19,Wide World Importers,Wide World Importers,2,Normal,3,Product0305079,2,Negro,"6,3",kilogramos,1,centímetros,2,Medio,"152,08","459,00",2009-03-09,Activad
618,WWI Pantalla 113 pulgadas X1610 Negro,WWI Pantalla 113 pulgadas X1610 Negro,19,Wide World Importers,Wide World Importers,2,Normal,3,Product0305080,2,Negro,"9,1",kilogramos,1,centímetros,2,Medio,"99,06","299,00",2008-02-08,Activad
619,WWI Pantalla 106 pulgadas M1609 Negro,WWI Pantalla 106 pulgadas M1609 Negro,19,Wide World Importers,Wide World Importers,2,Normal,5,Product0305081,2,Negro,6,kilogramos,1,centímetros,2,Medio,"115,43","251,00",2008-01-02,Activad
620,WWI Pantalla 100 pulgadas M1609 Negro,WWI Pantalla 100 pulgadas M1609 Negro,19,Wide World Importers,Wide World Importers,1,Economía,2,Product0305082,2,Negro,"1,5",kilogramos,1,centímetros,2,Medio,"87,37","190,00",2007-01-04,Activad
621,WWI Pantalla 85 pulgadas E1010 Negro,WWI Pantalla 85 pulgadas E1010 Negro,19,Wide World Importers,Wide World Importers,1,Economía,2,Product0305083,2,Negro,4,kilogramos,1,centímetros,2,Medio,"70,87","139,00",2006-01-05,Activad
622,WWI Proyector 1080p LCD86 Blanco,WWI Proyector 1080p LCD86 Blanco,19,Wide World Importers,Wide World Importers,3,Deluxe,3,Product0305084,8,Blanco,"4,7",kilogramos,1,centímetros,2,Medio,"760,38","2295,00",2008-09-09,Activad
623,WWI Proyector 1080p DLP86 Blanco,WWI Proyector 1080p DLP86 Blanco,19,Wide World Importers,Wide World Importers,3,Deluxe,1,Product0305085,8,Blanco,"6,9",kilogramos,1,centímetros,2,Medio,"827,97","2499,00",2008-09-09,Activad
624,WWI Proyector 720p LCD56 Blanco,WWI Proyector 720p LCD56 Blanco,19,Wide World Importers,Wide World Importers,2,Normal,1,Product0305086,8,Blanco,"10,6",kilogramos,1,centímetros,2,Medio,"321,44","699,00",2007-02-09,Activad
625,WWI Proyector 720p DLP56 Blanco,WWI Proyector 720p DLP56 Blanco,19,Wide World Importers,Wide World Importers,2,Normal,4,Product0305087,8,Blanco,"6,5",kilogramos,1,centímetros,2,Medio,"459,40","999,00",2007-02-08,Activad
626,WWI Proyector 480p LCD12 Blanco,WWI Proyector 480p LCD12 Blanco,19,Wide World Importers,Wide World Importers,2,Normal,4,Product0305088,8,Blanco,"2,2",kilogramos,1,centímetros,2,Medio,"116,75","229,00",2005-02-09,Activad
627,WWI Proyector 480p DLP12 Blanco,WWI Proyector 480p DLP12 Blanco,19,Wide World Importers,Wide World Importers,2,Normal,1,Product0305089,8,Blanco,"4,1",kilogramos,1,centímetros,2,Medio,"254,40","499,00",2005-12-09,Activad
628,WWI Pantalla 125 pulgadas X1611 Blanco,WWI Pantalla 125 pulgadas X1611 Blanco,19,Wide World Importers,Wide World Importers,2,Normal,1,Product0305090,8,Blanco,4,kilogramos,1,centímetros,2,Medio,"152,08","459,00",2009-03-09,Activad
629,WWI Pantalla 113 pulgadas X1610 Blanco,WWI Pantalla 113 pulgadas X1610 Blanco,19,Wide World Importers,Wide World Importers,2,Normal,1,Product0305091,8,Blanco,"1,9",kilogramos,1,centímetros,2,Medio,"99,06","299,00",2008-02-08,Activad
630,WWI Pantalla 106 pulgadas M1609 Blanco,WWI Pantalla 106 pulgadas M1609 Blanco,19,Wide World Importers,Wide World Importers,2,Normal,1,Product0305092,8,Blanco,6,kilogramos,1,centímetros,2,Medio,"115,43","251,00",2008-01-02,Activad
631,WWI Pantalla 100 pulgadas M1609 Blanco,WWI Pantalla 100 pulgadas M1609 Blanco,19,Wide World Importers,Wide World Importers,1,Economía,1,Product0305093,8,Blanco,"5,6",kilogramos,1,centímetros,2,Medio,"87,37","190,00",2007-01-04,Activad
632,WWI Pantalla 85 pulgadas E1010 Blanco,WWI Pantalla 85 pulgadas E1010 Blanco,19,Wide World Importers,Wide World Importers,1,Economía,1,Product0305094,8,Blanco,"4,1",kilogramos,1,centímetros,2,Medio,"70,87","139,00",2006-01-05,Activad
633,WWI Proyector 1080p LCD86 Plata,WWI Proyector 1080p LCD86 Plata,19,Wide World Importers,Wide World Importers,3,Deluxe,3,Product0305095,7,Plata,"6,8",kilogramos,1,centímetros,2,Medio,"760,38","2295,00",2008-09-09,Activad
634,WWI Proyector 1080p DLP86 Plata,WWI Proyector 1080p DLP86 Plata,19,Wide World Importers,Wide World Importers,3,Deluxe,2,Product0305096,7,Plata,"9,6",kilogramos,1,centímetros,2,Medio,"827,97","2499,00",2008-09-09,Activad
635,WWI Proyector 720p LCD56 Plata,WWI Proyector 720p LCD56 Plata,19,Wide World Importers,Wide World Importers,2,Normal,1,Product0305097,7,Plata,"11,9",kilogramos,1,centímetros,2,Medio,"321,44","699,00",2007-02-09,Activad
636,WWI Proyector 720p DLP56 Plata,WWI Proyector 720p DLP56 Plata,19,Wide World Importers,Wide World Importers,2,Normal,4,Product0305098,7,Plata,"4,8",kilogramos,1,centímetros,2,Medio,"459,40","999,00",2007-02-08,Activad
637,WWI Proyector 480p LCD12 Plata,WWI Proyector 480p LCD12 Plata,19,Wide World Importers,Wide World Importers,2,Normal,1,Product0305099,7,Plata,"12,3",kilogramos,1,centímetros,2,Medio,"116,75","229,00",2005-02-09,Activad
638,WWI Proyector 480p DLP12 Plata,WWI Proyector 480p DLP12 Plata,19,Wide World Importers,Wide World Importers,2,Normal,4,Product0305100,7,Plata,6,kilogramos,1,centímetros,2,Medio,"254,40","499,00",2005-12-09,Activad
639,WWI Pantalla 125 pulgadas X1611 Plata,WWI Pantalla 125 pulgadas X1611 Plata,19,Wide World Importers,Wide World Importers,2,Normal,3,Product0305101,7,Plata,"5,1",kilogramos,1,centímetros,2,Medio,"152,08","459,00",2009-03-09,Activad
640,WWI Pantalla 113 pulgadas X1610 Plata,WWI Pantalla 113 pulgadas X1610 Plata,19,Wide World Importers,Wide World Importers,2,Normal,5,Product0305102,7,Plata,"4,3",kilogramos,1,centímetros,2,Medio,"99,06","299,00",2008-02-08,Activad
641,WWI Pantalla 106 pulgadas M1609 Plata,WWI Pantalla 106 pulgadas M1609 Plata,19,Wide World Importers,Wide World Importers,2,Normal,5,Product0305103,7,Plata,"16,5",kilogramos,1,centímetros,2,Medio,"115,43","251,00",2008-01-02,Activad
642,Proseware Impresora fotográfica de inyección de tinta M100 Negro,Proseware Impresora fotográfica de inyección de tinta M100 Negro,20,"Proseware, Inc.",Proseware,2,Normal,1,Product0306001,2,Negro,"12,8",kilogramos,1,centímetros,2,Medio,"73,12","159,00",2006-02-09,Activad
643,Proseware Inyección de tinta todo en uno M300 Negro,Proseware Inyección de tinta todo en uno M300 Negro,20,"Proseware, Inc.",Proseware,2,Normal,1,Product0306002,2,Negro,"8,2",kilogramos,1,centímetros,2,Medio,"77,72","169,00",2006-03-08,Activad
644,Proseware Impresora láser de inyección E100 Negro,Proseware Impresora láser de inyección E100 Negro,20,"Proseware, Inc.",Proseware,1,Economía,5,Product0306003,2,Negro,"23,5",kilogramos,1,centímetros,2,Medio,"40,28","79,00",2006-02-20,Activad
645,Proseware Impresora láser de inyección a color X300 Negro,Proseware Impresora láser de inyección a color X300 Negro,20,"Proseware, Inc.",Proseware,2,Normal,1,Product0306004,2,Negro,"16,5",kilogramos,1,centímetros,2,Medio,"69,25","209,00",2008-03-09,Activad
646,Proseware Láser de inyección todo en uno X300 Negro,Proseware Láser de inyección todo en uno X300 Negro,20,"Proseware, Inc.",Proseware,2,Normal,1,Product0306005,2,Negro,"17,3",kilogramos,1,centímetros,2,Medio,"72,56","219,00",2005-02-08,Activad
647,Proseware Teléfono de fax E100 Negro,Proseware Teléfono de fax E100 Negro,20,"Proseware, Inc.",Proseware,1,Economía,3,Product0306006,2,Negro,16,kilogramos,1,centímetros,2,Medio,"44,36","87,00",2009-01-02,Activad
648,Proseware Equipo de fax E100 Negro,Proseware Equipo de fax E100 Negro,20,"Proseware, Inc.",Proseware,1,Economía,1,Product0306007,2,Negro,17,kilogramos,1,centímetros,2,Medio,"40,28","79,00",2007-01-04,Activad
649,Proseware Impresora de fax de láser E100 Negro,Proseware Impresora de fax de láser E100 Negro,20,"Proseware, Inc.",Proseware,1,Economía,1,Product0306008,2,Negro,"20,8",kilogramos,1,centímetros,2,Medio,"46,39","91,00",2005-01-05,Activad
650,Proseware Equipo de fax de inyección de tinta  E100 Negro,Proseware Equipo de fax de inyección de tinta  E100 Negro,20,"Proseware, Inc.",Proseware,1,Economía,3,Product0306009,2,Negro,"22,2",kilogramos,1,centímetros,2,Medio,"39,77","78,00",2006-03-08,Activad
651,Proseware Escáner móvil de documentos y recibos M200 Negro,Proseware Escáner móvil de documentos y recibos M200 Negro,20,"Proseware, Inc.",Proseware,2,Normal,5,Product0306010,2,Negro,12,kilogramos,1,centímetros,2,Medio,"53,34","116,00",2005-02-09,Activad
652,Proseware Escáner plano digital de inyección M300 Negro,Proseware Escáner plano digital de inyección M300 Negro,20,"Proseware, Inc.",Proseware,2,Normal,1,Product0306011,2,Negro,"12,5",kilogramos,1,centímetros,2,Medio,"55,64","121,00",2006-02-08,Activad
653,Proseware Impresora de fotos multifuncional M200 Negro,Proseware Impresora de fotos multifuncional M200 Negro,20,"Proseware, Inc.",Proseware,2,Normal,5,Product0306012,2,Negro,29,kilogramos,1,centímetros,2,Medio,"62,54","136,00",2005-01-04,Activad
654,Proseware Impresora de inyección de tinta inalámbrica todo en uno M400 Negro,Proseware Impresora de inyección de tinta inalámbrica todo en uno M400 Negro,20,"Proseware, Inc.",Proseware,2,Normal,1,Product0306013,2,Negro,"24,6",kilogramos,1,centímetros,2,Medio,"59,32","129,00",2005-02-08,Activad
655,Proseware Escáner de alimentación e inyección de tinta Instant PDF M300 Negro,Proseware Escáner de alimentación e inyección de tinta Instant PDF M300 Negro,20,"Proseware, Inc.",Proseware,2,Normal,5,Product0306014,2,Negro,25,kilogramos,1,centímetros,2,Medio,"73,58","160,00",2005-03-08,Activad
